Role,Location,Q3,Q3_num,Q4,Q4_num,Q5,Q5_num,Q6,Q6_num,Q7,Q7_num,Q8,Q8_num,Q9,Q9_cat,Q10,Q10_cat,Q11,Q11_num,Q12,Q12_cat
Fitter,South Carolina - Rock Hill Shop,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Strongly disagree,20,Strongly disagree,20,Building ,Nature of Work,The support ,Management & Leadership,Neither satisfied nor dissatisfied,60,,Blank
Fitter,South Carolina - Rock Hill Shop,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Working on different things daily ,Nature of Work,Lack of communication ,Management & Leadership,Neither satisfied nor dissatisfied,60,,Blank
Supervisor,South Carolina - York Shop,Agree,80,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Have a lot of work and be able to get my job done on time ,Nature of Work,A bad weather because if it rains I get behind on my job ,Working Conditions,Satisfied,80,,Blank
Fabrication lead,South Carolina - York Shop,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Fabricating,Nature of Work,Weather Extremes (hot and cold),Working Conditions,Extremely satisfied,100,,Blank
Machine operator,South Carolina - York Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Do my Job perfectly ,Nature of Work,I don’t like it when there’s nothing to do at work,Schedule & Hours,Satisfied,80,,Blank
Quality control,South Carolina - York Shop,Strongly agree,100,Disagree,40,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Work environment ,People & Culture,Nothing,No Compliants,Extremely satisfied,100,,Blank
Leadperson,South Carolina - York Shop,Strongly agree,100,Disagree,40,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,I enjoy my position job as a supervisor ,Nature of Work,None,No Compliants,Extremely satisfied,100,I'm  ok right now ,No Changes
Quality control,South Carolina - York Shop,Agree,80,Disagree,40,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,The opportunity to learn ,Accomplishment & Growth,Internet/ network sometimes too slow,Working Conditions,Satisfied,80,,Blank
Machine operator,South Carolina - York Shop,Agree,80,Disagree,40,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,that I'm always on the move and I like the machine I'm operating,Nature of Work,The temperature ,Working Conditions,Satisfied,80,,Blank
Machine operator,South Carolina - York Shop,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,Disagree,40,Agree,80,Running machine  ,Nature of Work,Disapline,Management & Leadership,Neither satisfied nor dissatisfied,60,,Blank
Painter,South Carolina - York Shop,Strongly agree,100,Disagree,40,Strongly agree,100,Disagree,40,Agree,80,Strongly agree,100,I like everything I do,People & Culture,Not having the paint shop closed in ,Working Conditions,Satisfied,80,,Blank
Leadperson,South Carolina - York Shop,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Working with my co-workers,People & Culture,Working in the elements,Working Conditions,Satisfied,80,,Blank
Maintenance,South Carolina - York Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Coworkers are good people and my knowledge needed to do my job is often challenged so the issues dont become monotonous and repetitive ,People & Culture,Most issues that I have had have either been addressed or are currently being looked in to,No Compliants,Satisfied,80,I on a personal level would like to have more training/educational courses available to make diagnosing and repairs to the machinery we have would be greatly appreciated ,Training & Career Development
Detail coordinator,South Carolina - York Shop,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Im able to observe the creative process ,Nature of Work,I don’t really know ,No Compliants,Satisfied,80,Nothing ,No Changes
Leadperson,South Carolina - York Shop,Agree,80,Strongly agree,100,Disagree,40,Agree,80,Disagree,40,Strongly agree,100,The work is fulfilling. Every day comes with new goals and challenges to meet.,Accomplishment & Growth,The way some of the leadership speaks to/about their employees. ,Management & Leadership,Satisfied,80,,Blank
Welder,South Carolina - York Shop,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Weekends off,Other,Little overtime,Pay & Benefits,Satisfied,80,More overtime ,Better Pay & Benefits
Other,South Carolina - York Shop,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Neither agree nor disagree,60,Most if the  people I work with ,People & Culture,That some company policies  are only enforced or followed by or some people ,Management & Leadership,Satisfied,80,Everyone would be treated equally & some situations would be noticed & dealt with accordingly ,Work Policy & Culture
Crane operator,South Carolina - York Shop,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,My work,Nature of Work,The heat in the shop,Working Conditions,Satisfied,80,,Blank
Crane operator,South Carolina - York Shop,Neither agree nor disagree,60,Neither agree nor disagree,60,Disagree,40,Agree,80,Neither agree nor disagree,60,Disagree,40,Welding/the pay,Nature of Work,The intense heat.,Working Conditions,Satisfied,80,The intense heat of something could be done about that other then fans blowing hot air it’s unbearable. ,Improved Equipment & Working Conditions
Leadperson,South Carolina - York Shop,Agree,80,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Learning new venture and role,Accomplishment & Growth,Not working in a controlled weather environment ,Working Conditions,Satisfied,80,Communication....need more of it,Leadership Improvement
Welder,South Carolina - York Shop,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Being challenged on each project ,Accomplishment & Growth,Work hours shortened ,Schedule & Hours,Satisfied,80,Just update ,No Changes
Forklift operator,South Carolina - York Shop,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,The work ,Nature of Work,The hit ,Working Conditions,Satisfied,80,Nothing ,No Changes
Forklift operator,South Carolina - York Shop,Agree,80,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Camaraderie,People & Culture,Heat,Working Conditions,Satisfied,80,Communication ,Leadership Improvement
Welder,South Carolina - York Shop,Strongly agree,100,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Everyone that works here ,People & Culture,Heat ,Working Conditions,Satisfied,80,,Blank
Leadperson,South Carolina - York Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Disagree,40,Agree,80,Pay,Pay & Benefits,N/A,No Compliants,Neither satisfied nor dissatisfied,60,N/A,Blank
Crane operator,South Carolina - York Shop,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,The people.,People & Culture,Can’t smoke a vape on the property,Management & Leadership,Extremely satisfied,100,,Blank
Machine operator,South Carolina - York Shop,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Money,Pay & Benefits,Na,No Compliants,Satisfied,80,,Blank
Welder,South Carolina - York Shop,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,The flow ,Nature of Work,Having to be there very early,Schedule & Hours,Satisfied,80,Nothing I can think of,No Changes
Quality control,South Carolina - York Shop,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,The learning opportunities ,Accomplishment & Growth,N/a,No Compliants,Satisfied,80,,Blank
Leadperson,South Carolina - York Shop,Disagree,40,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Strongly disagree,20,Neither agree nor disagree,60, Cost of living adjustments. ,Pay & Benefits,N/A ,No Compliants,Neither satisfied nor dissatisfied,60,Make PPE free to employees. ,Improved Equipment & Working Conditions
Crane operator,South Carolina - York Shop,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Good ,Other,Good ,No Compliants,Extremely satisfied,100,Good ,No Changes
Crane operator,South Carolina - York Shop,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Doing my job. I love everything about my job good and bad tasks.,Nature of Work,Weather protection ,Working Conditions,Extremely satisfied,100,,Blank
Forklift operator,South Carolina - York Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Challenge ,Accomplishment & Growth,Heat (weather),Working Conditions,Satisfied,80,N/A,Blank
Leadperson,South Carolina - York Shop,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Work,Nature of Work,Nothing,No Compliants,Extremely satisfied,100,Nothing things are ok,No Changes
Other,South Carolina - York Shop,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Finally being with a company that I can build a career with. As well as have pride in what I do,Accomplishment & Growth,Outdoor environment,Working Conditions,Extremely satisfied,100,,Blank
Welder,South Carolina - York Shop,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Disagree,40,Agree,80,Producing a good product,Nature of Work,Dealing with the heat and having to fix other people’s errors,Working Conditions,Satisfied,80,,Blank
Maintenance,South Carolina - York Shop,Agree,80,Disagree,40,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Everything ,People & Culture,Dust collector ,Equipment & Resources,Extremely satisfied,100,,Blank
Forklift operator,South Carolina - York Shop,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,Everything,People & Culture,Nothing ,No Compliants,Satisfied,80,,Blank
Leadperson,South Carolina - York Shop,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,I get the opportunity to build a career based off of my capabilities for the company,Nature of Work,The friday schedule having to come in 2 hours earlier,Schedule & Hours,Extremely satisfied,100,Standard of hiring of skilled trades,Work Policy & Culture
Welder,South Carolina - York Shop,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Strongly disagree,20,Agree,80,Being on the grind,Nature of Work,Being here,Other,Neither satisfied nor dissatisfied,60,Give me more money ,Better Pay & Benefits
Welder,South Carolina - York Shop,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,4 day work week,Nature of Work,The heat of the weather ,Working Conditions,Neither satisfied nor dissatisfied,60,,Blank
Fitter,South Carolina - York Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Work good job everyday,Nature of Work,Temperature,Working Conditions,Satisfied,80,,Blank
Fitter,South Carolina - York Shop,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,The bouns,Pay & Benefits,Need more Space to work,Working Conditions,Extremely satisfied,100,,Blank
Fitter,South Carolina - York Shop,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Building cool stuff,Nature of Work,Working in the heat,Working Conditions,Satisfied,80,,Blank
Fitter,South Carolina - York Shop,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,The people I’m around,People & Culture,Semi strict rules,Management & Leadership,Satisfied,80,More leniency on the rules and more pay for lack of overtime ,Work Policy & Culture
Fitter,South Carolina - York Shop,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,The work,Nature of Work,I over all like it ,No Compliants,Satisfied,80,Promotion process ,Training & Career Development
Fitter,South Carolina - York Shop,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,learn from coworkers,People & Culture,??,No Compliants,Extremely satisfied,100,??,Blank
Fitter,South Carolina - York Shop,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,My co-workers,People & Culture,the heat,Working Conditions,Satisfied,80,,Blank
Fitter,South Carolina - York Shop,Agree,80,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Co workers ,People & Culture,The money ,Pay & Benefits,Neither satisfied nor dissatisfied,60,Night shift should not be getting paid more than day shift when they just mess everything up ,Better Pay & Benefits
Fitter,South Carolina - York Shop,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Disagree,40,Disagree,40,My coworkers,People & Culture,How the head people of the shop only seem to care about the structural bay.,Management & Leadership,Neither satisfied nor dissatisfied,60,"More willing to give out promotions for the people who work their butt off, and more ventilation for heat.",Better Pay & Benefits
Fitter,South Carolina - York Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Everyday is a new challange to proove  myself ,Accomplishment & Growth,Everything ,Other,Extremely satisfied,100,,Blank
Fitter,South Carolina - York Shop,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,Disagree,40,Agree,80,Agree,80,Nothing ,Other,Nothing,No Compliants,Neither satisfied nor dissatisfied,60,Nothing ,No Changes
Fitter,South Carolina - York Shop,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,The people I work with,People & Culture,The heat ,Working Conditions,Satisfied,80,,Blank
